Chr,Meth.x,Locus,gene_id,feature,Description
NW_026262723.1,0,66635879,NA,interg,NA
NW_026262723.1,0,66635887,NA,interg,NA
NW_026262723.1,0,66635914,NA,interg,NA
NW_026262723.1,0,66635918,NA,interg,NA
NW_026262723.1,0,66635927,NA,interg,NA
NW_026262723.1,0,66635945,NA,interg,NA
NW_026262723.1,0,67055810,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67055814,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67055822,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67055838,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67055850,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67055854,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67055882,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67060174,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67060194,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67060209,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67060218,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67060249,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67060270,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67060306,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67061085,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67061089,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67061112,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67061124,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67061128,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67061156,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67062269,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67062284,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67062296,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67062312,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67062327,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67062335,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67062339,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67074202,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67074206,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67074214,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67074229,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67074241,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67074245,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67074258,LOC127708106,intron,uncharacterized LOC127708106
NW_026262723.1,0,67155608,NA,interg,NA
NW_026262723.1,0,67155617,NA,interg,NA
NW_026262723.1,0,67155635,NA,interg,NA
NW_026262723.1,0,67155650,NA,interg,NA
NW_026262723.1,0,67155672,NA,interg,NA
NW_026262723.1,0,67155678,NA,interg,NA
NW_026262723.1,0,67155701,NA,interg,NA
NW_026262723.1,0,67197983,NA,interg,NA
NW_026262723.1,0,67197987,NA,interg,NA
NW_026262723.1,0,67198010,NA,interg,NA
NW_026262723.1,0,67198022,NA,interg,NA
NW_026262723.1,0,67198026,NA,interg,NA
NW_026262723.1,0,67198054,NA,interg,NA
NW_026262723.1,0,67231197,NA,interg,NA
NW_026262723.1,0,67231238,NA,interg,NA
NW_026262723.1,0,67231260,NA,interg,NA
NW_026262723.1,0,67231285,NA,interg,NA
NW_026262723.1,0,67255774,NA,interg,NA
NW_026262723.1,0,67255915,NA,interg,NA
NW_026262723.1,0,67272708,NA,interg,NA
NW_026262723.1,0,67272728,NA,interg,NA
NW_026262723.1,0,67272736,NA,interg,NA
NW_026262723.1,0,67272757,NA,interg,NA
NW_026262723.1,0,67272782,NA,interg,NA
NW_026262723.1,0,67272793,NA,interg,NA
NW_026262723.1,0,67280878,NA,interg,NA
NW_026262723.1,0,67294349,NA,interg,NA
NW_026262723.1,0,67294390,NA,interg,NA
NW_026262723.1,0,67294404,NA,interg,NA
NW_026262723.1,0,67294430,NA,interg,NA
NW_026262723.1,0,67294438,NA,interg,NA
NW_026262723.1,0,67294443,NA,interg,NA
NW_026262723.1,0,67294457,NA,interg,NA
NW_026262723.1,0,67294486,NA,interg,NA
NW_026262723.1,0,67329431,NA,interg,NA
NW_026262723.1,0,67329433,NA,interg,NA
NW_026262723.1,0,67329437,NA,interg,NA
NW_026262723.1,0,67329464,NA,interg,NA
NW_026262723.1,0,67329472,NA,interg,NA
NW_026262723.1,0,67329476,NA,interg,NA
NW_026262723.1,0,67335970,NA,interg,NA
NW_026262723.1,0,67335978,NA,interg,NA
NW_026262723.1,0,67335986,NA,interg,NA
NW_026262723.1,0,67336002,NA,interg,NA
NW_026262723.1,0,67336039,NA,interg,NA
NW_026262723.1,0,67336046,NA,interg,NA
NW_026262723.1,0,67336048,NA,interg,NA
NW_026262723.1,0,67336077,NA,interg,NA
NW_026262723.1,0,67336085,NA,interg,NA
NW_026262723.1,0,67336102,NA,interg,NA
NW_026262723.1,0,67427925,NA,interg,NA
NW_026262723.1,0,67427941,NA,interg,NA
NW_026262723.1,0,67427955,NA,interg,NA
NW_026262723.1,0,67427962,NA,interg,NA
NW_026262723.1,0,67427972,NA,interg,NA
NW_026262723.1,0,67427984,NA,interg,NA
NW_026262723.1,0,67428007,NA,interg,NA
NW_026262723.1,0,67428010,NA,interg,NA
NW_026262723.1,0,67428026,NA,interg,NA
NW_026262723.1,0,67574966,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67574972,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67574976,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67574989,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67574993,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67575005,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67575020,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67575039,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67575046,LOC127708623,promoter,beta-1%2C3-N-acetylglucosaminyltransferase radical fringe-like
NW_026262723.1,0,67969400,LOC127710265,intron,uncharacterized LOC127710265
NW_026262723.1,0,67969470,LOC127710265,intron,uncharacterized LOC127710265
NW_026262723.1,0,67969481,LOC127710265,intron,uncharacterized LOC127710265
NW_026262723.1,0,67969483,LOC127710265,intron,uncharacterized LOC127710265
NW_026262723.1,0,67969498,LOC127710265,intron,uncharacterized LOC127710265
NW_026262723.1,0,68054320,NA,interg,NA
NW_026262723.1,0,68054354,NA,interg,NA
NW_026262723.1,0,68054404,NA,interg,NA
NW_026262723.1,0,68054424,NA,interg,NA
NW_026262723.1,0,68054438,NA,interg,NA
NW_026262723.1,0,68054457,NA,interg,NA
NW_026262723.1,0,68141685,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68141691,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68141702,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68141731,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68141753,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68141813,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68141866,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68141868,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68141920,LOC127707679,promoter,toll-like receptor 13
NW_026262723.1,0,68185950,NA,interg,NA
NW_026262723.1,0,68185974,NA,interg,NA
NW_026262723.1,0,68185977,NA,interg,NA
NW_026262723.1,0,68186014,NA,interg,NA
NW_026262723.1,0,68192865,NA,interg,NA
NW_026262723.1,0,68192887,NA,interg,NA
NW_026262723.1,0,68192895,NA,interg,NA
NW_026262723.1,0,68192918,NA,interg,NA
NW_026262723.1,0,68192926,NA,interg,NA
NW_026262723.1,0,68192933,NA,interg,NA
NW_026262723.1,0,68192950,NA,interg,NA
NW_026262723.1,0,68231131,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231140,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231147,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231151,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231162,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231166,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231173,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231182,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231199,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231204,LOC127708169,exon,monocarboxylate transporter 12-like
NW_026262723.1,0,68231631,NA,interg,NA
NW_026262723.1,0,68231642,NA,interg,NA
NW_026262723.1,0,68231653,NA,interg,NA
NW_026262723.1,0,68231664,NA,interg,NA
NW_026262723.1,0,68231675,NA,interg,NA
NW_026262723.1,0,68231681,NA,interg,NA
NW_026262723.1,0,68231686,NA,interg,NA
NW_026262723.1,0,68231690,NA,interg,NA
NW_026262723.1,0,68231697,NA,interg,NA
NW_026262723.1,0,68231706,NA,interg,NA
NW_026262723.1,0,68231710,NA,interg,NA
NW_026262723.1,0,68231717,NA,interg,NA
NW_026262723.1,0,68231787,NA,interg,NA
NW_026262723.1,0,68231792,NA,interg,NA
NW_026262723.1,0,68231796,NA,interg,NA
NW_026262723.1,0,68231800,NA,interg,NA
NW_026262723.1,0,68231803,NA,interg,NA
NW_026262723.1,0,68231806,NA,interg,NA
NW_026262723.1,0,68231815,NA,interg,NA
NW_026262723.1,0,68231819,NA,interg,NA
NW_026262723.1,0,68231826,NA,interg,NA
NW_026262723.1,0,68231837,NA,interg,NA
NW_026262723.1,0,68231844,NA,interg,NA
NW_026262723.1,0,68231847,NA,interg,NA
NW_026262723.1,0,68231851,NA,interg,NA
NW_026262723.1,0,68231858,NA,interg,NA
NW_026262723.1,0,68231868,NA,interg,NA
NW_026262723.1,0,68231897,NA,interg,NA
NW_026262723.1,0,68231901,NA,interg,NA
NW_026262723.1,0,68231904,NA,interg,NA
NW_026262723.1,0,68231908,NA,interg,NA
NW_026262723.1,0,68231912,NA,interg,NA
NW_026262723.1,0,68231914,NA,interg,NA
NW_026262723.1,0,68231921,NA,interg,NA
NW_026262723.1,0,68256283,NA,interg,NA
NW_026262723.1,0,68256320,NA,interg,NA
NW_026262723.1,0,68256332,NA,interg,NA
NW_026262723.1,0,68256348,NA,interg,NA
NW_026262723.1,0,68469296,NA,interg,NA
NW_026262723.1,0,68469321,NA,interg,NA
NW_026262723.1,0,68469324,NA,interg,NA
NW_026262723.1,0,68469361,NA,interg,NA
NW_026262723.1,0,68536107,NA,interg,NA
NW_026262723.1,0,68536132,NA,interg,NA
NW_026262723.1,0,68536135,NA,interg,NA
NW_026262723.1,0,68536144,NA,interg,NA
NW_026262723.1,0,68536190,NA,interg,NA
NW_026262723.1,0,68662413,NA,interg,NA
NW_026262723.1,0,68662527,NA,interg,NA
NW_026262723.1,0,68718209,LOC127709954,intron,nucleosome-remodeling factor subunit BPTF-like
NW_026262723.1,0,68718258,LOC127709954,intron,nucleosome-remodeling factor subunit BPTF-like
NW_026262723.1,0,68718266,LOC127709954,intron,nucleosome-remodeling factor subunit BPTF-like
NW_026262723.1,0,68718276,LOC127709954,intron,nucleosome-remodeling factor subunit BPTF-like
NW_026262723.1,0,68718287,LOC127709954,intron,nucleosome-remodeling factor subunit BPTF-like
NW_026262723.1,0,68718306,LOC127709954,intron,nucleosome-remodeling factor subunit BPTF-like
NW_026262723.1,0,68859187,LOC127709973,exon,uncharacterized LOC127709973
NW_026262723.1,0,68859187,LOC127709961,intron,cadherin-99C-like
NW_026262723.1,0,68859212,LOC127709973,exon,uncharacterized LOC127709973
NW_026262723.1,0,68859212,LOC127709961,intron,cadherin-99C-like
NW_026262723.1,0,68859215,LOC127709973,exon,uncharacterized LOC127709973
NW_026262723.1,0,68859215,LOC127709961,intron,cadherin-99C-like
NW_026262723.1,0,68859251,LOC127709973,exon,uncharacterized LOC127709973
NW_026262723.1,0,68859251,LOC127709961,intron,cadherin-99C-like
NW_026262723.1,0,68859272,LOC127709973,exon,uncharacterized LOC127709973
NW_026262723.1,0,68859272,LOC127709961,intron,cadherin-99C-like
NW_026262723.1,0,69198341,LOC127709969,intron,thymidine kinase%2C cytosolic-like
NW_026262723.1,0,69198347,LOC127709969,intron,thymidine kinase%2C cytosolic-like
NW_026262723.1,0,69498745,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69498745,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69498763,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69498763,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69498768,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69498768,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69498813,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69498813,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69500763,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69500763,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69500805,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69500805,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69500820,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69500820,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69500824,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69500824,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69500839,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69500839,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69500855,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69500855,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69500861,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69500861,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69517620,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69517710,LOC127709070,exon,paired box protein Pax-5-like
NW_026262723.1,0,69517710,LOC127709070,intron,paired box protein Pax-5-like
NW_026262723.1,0,69702779,NA,interg,NA
NW_026262723.1,0,69702895,NA,interg,NA
NW_026262723.1,0,69704725,NA,interg,NA
NW_026262723.1,0,69704747,NA,interg,NA
NW_026262723.1,0,69704755,NA,interg,NA
NW_026262723.1,0,69704778,NA,interg,NA
NW_026262723.1,0,69704786,NA,interg,NA
NW_026262723.1,0,69704793,NA,interg,NA
NW_026262723.1,0,69704808,NA,interg,NA
NW_026262723.1,0,69739873,NA,interg,NA
NW_026262723.1,0,69739901,NA,interg,NA
NW_026262723.1,0,69739910,NA,interg,NA
NW_026262723.1,0,70090964,NA,interg,NA
NW_026262723.1,0,70091041,NA,interg,NA
NW_026262723.1,0,70246759,LOC127710128,intron,dual specificity mitogen-activated protein kinase kinase 4-like
NW_026262723.1,0,70246869,LOC127710128,intron,dual specificity mitogen-activated protein kinase kinase 4-like
NW_026262723.1,0,70246896,LOC127710128,intron,dual specificity mitogen-activated protein kinase kinase 4-like
NW_026262723.1,0,70454621,NA,interg,NA
NW_026262723.1,0,70454716,NA,interg,NA
NW_026262723.1,0,70454738,NA,interg,NA
NW_026262723.1,0,71208411,NA,interg,NA
NW_026262723.1,0,71208430,NA,interg,NA
NW_026262723.1,0,71208466,NA,interg,NA
NW_026262723.1,0,71208502,NA,interg,NA
NW_026262723.1,0,71208519,NA,interg,NA
NW_026262723.1,0,71208538,NA,interg,NA
NW_026262723.1,0,71208555,NA,interg,NA
NW_026262723.1,0,71214301,NA,interg,NA
NW_026262723.1,0,71368395,NA,interg,NA
NW_026262723.1,0,71368407,NA,interg,NA
NW_026262723.1,0,71368410,NA,interg,NA
NW_026262723.1,0,71368427,NA,interg,NA
NW_026262723.1,0,71368430,NA,interg,NA
NW_026262723.1,0,71368447,NA,interg,NA
NW_026262723.1,0,71368468,NA,interg,NA
NW_026262723.1,0,72029219,LOC127710201,intron,brain protein I3-like
NW_026262723.1,0,72029250,LOC127710201,intron,brain protein I3-like
NW_026262723.1,0,72413576,LOC127709845,intron,uncharacterized LOC127709845
NW_026262723.1,0,72413579,LOC127709845,intron,uncharacterized LOC127709845
NW_026262723.1,0,72413591,LOC127709845,intron,uncharacterized LOC127709845
NW_026262723.1,0,72413604,LOC127709845,intron,uncharacterized LOC127709845
NW_026262723.1,0,72413655,LOC127709845,intron,uncharacterized LOC127709845
NW_026262723.1,0,72413672,LOC127709845,intron,uncharacterized LOC127709845
NW_026262723.1,0,72413679,LOC127709845,intron,uncharacterized LOC127709845
NW_026262723.1,0,72413697,LOC127709845,intron,uncharacterized LOC127709845
NW_026262723.1,0,72561412,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561418,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561442,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561453,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561471,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561476,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561487,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561502,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561506,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561514,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561529,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561541,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561545,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561570,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,72561589,LOC127709519,promoter,uncharacterized LOC127709519
NW_026262723.1,0,73033685,LOC127707560,intron,protein dimmed-like
NW_026262723.1,0,73033690,LOC127707560,intron,protein dimmed-like
NW_026262723.1,0,73033692,LOC127707560,intron,protein dimmed-like
NW_026262723.1,0,73033695,LOC127707560,intron,protein dimmed-like
NW_026262723.1,0,73033697,LOC127707560,intron,protein dimmed-like
NW_026262723.1,0,73033699,LOC127707560,intron,protein dimmed-like
NW_026262723.1,0,73033764,LOC127707560,intron,protein dimmed-like
NW_026262723.1,0,73075283,NA,interg,NA
NW_026262723.1,0,73075357,NA,interg,NA
NW_026262723.1,0,73075397,NA,interg,NA
NW_026262723.1,0,73083206,NA,interg,NA
NW_026262723.1,0,73083290,NA,interg,NA
NW_026262723.1,0,73083322,NA,interg,NA
NW_026262723.1,0,73083331,NA,interg,NA
NW_026262723.1,0,73096369,NA,interg,NA
NW_026262723.1,0,73096372,NA,interg,NA
NW_026262723.1,0,73096430,NA,interg,NA
NW_026262723.1,0,73096460,NA,interg,NA
NW_026262723.1,0,73096470,NA,interg,NA
NW_026262723.1,0,73096502,NA,interg,NA
NW_026262723.1,0,73143148,NA,interg,NA
NW_026262723.1,0,73143181,NA,interg,NA
NW_026262723.1,0,73221059,NA,interg,NA
NW_026262723.1,0,73221074,NA,interg,NA
NW_026262723.1,0,73221090,NA,interg,NA
NW_026262723.1,0,73221096,NA,interg,NA
NW_026262723.1,0,73221125,NA,interg,NA
NW_026262723.1,0,73241884,LOC127709251,intron,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241884,LOC127709244,promoter,uncharacterized LOC127709244
NW_026262723.1,0,73241887,LOC127709251,intron,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241887,LOC127709244,promoter,uncharacterized LOC127709244
NW_026262723.1,0,73241893,LOC127709251,intron,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241893,LOC127709244,promoter,uncharacterized LOC127709244
NW_026262723.1,0,73241918,LOC127709251,intron,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241918,LOC127709244,promoter,uncharacterized LOC127709244
NW_026262723.1,0,73241924,LOC127709251,intron,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241924,LOC127709244,promoter,uncharacterized LOC127709244
NW_026262723.1,0,73241955,LOC127709251,exon,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241955,LOC127709251,intron,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241955,LOC127709244,promoter,uncharacterized LOC127709244
NW_026262723.1,0,73241960,LOC127709251,exon,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241960,LOC127709251,intron,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73241960,LOC127709244,promoter,uncharacterized LOC127709244
NW_026262723.1,0,73242001,LOC127709251,exon,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73242001,LOC127709251,intron,3-mercaptopyruvate sulfurtransferase-like
NW_026262723.1,0,73242001,LOC127709244,promoter,uncharacterized LOC127709244
NW_026262723.1,0,73303690,LOC127709246,intron,ataxin-2 homolog
NW_026262723.1,0,73303713,LOC127709246,intron,ataxin-2 homolog
NW_026262723.1,0,73303733,LOC127709246,intron,ataxin-2 homolog
NW_026262723.1,0,73303740,LOC127709246,intron,ataxin-2 homolog
NW_026262723.1,0,73303760,LOC127709246,intron,ataxin-2 homolog
NW_026262723.1,0,73890084,NA,interg,NA
NW_026262723.1,0,73910307,NA,interg,NA
NW_026262723.1,0,73910310,NA,interg,NA
NW_026262723.1,0,73910317,NA,interg,NA
NW_026262723.1,0,73910336,NA,interg,NA
NW_026262723.1,0,73910350,NA,interg,NA
NW_026262723.1,0,73910354,NA,interg,NA
NW_026262723.1,0,73910371,NA,interg,NA
NW_026262723.1,0,73910387,NA,interg,NA
NW_026262723.1,0,73910397,NA,interg,NA
NW_026262723.1,0,74004981,NA,interg,NA
NW_026262723.1,0,74005013,NA,interg,NA
NW_026262723.1,0,74005035,NA,interg,NA
NW_026262723.1,0,74005045,NA,interg,NA
NW_026262723.1,0,74005167,NA,interg,NA
NW_026262723.1,0,74034676,NA,interg,NA
NW_026262723.1,0,74034699,NA,interg,NA
NW_026262723.1,0,74034727,NA,interg,NA
NW_026262723.1,0,74034759,NA,interg,NA
NW_026262723.1,0,74034774,NA,interg,NA
NW_026262723.1,0,74034788,NA,interg,NA
NW_026262723.1,0,74034802,NA,interg,NA
NW_026262723.1,0,74034822,NA,interg,NA
NW_026262723.1,0,74263148,NA,interg,NA
NW_026262723.1,0,74263185,NA,interg,NA
NW_026262723.1,0,74263188,NA,interg,NA
NW_026262723.1,0,74263213,NA,interg,NA
NW_026262723.1,0,74272164,LOC127710300,intron,uncharacterized LOC127710300
NW_026262723.1,0,74318099,NA,interg,NA
NW_026262723.1,0,74318201,NA,interg,NA
NW_026262723.1,0,74318218,NA,interg,NA
NW_026262723.1,0,74529695,LOC127708495,intron,AP-1 complex-associated regulatory protein-like
NW_026262723.1,0,74529695,LOC127708489,promoter,methylthioribose kinase-like
NW_026262723.1,0,74529715,LOC127708495,intron,AP-1 complex-associated regulatory protein-like
NW_026262723.1,0,74529715,LOC127708489,promoter,methylthioribose kinase-like
NW_026262723.1,0,74529722,LOC127708495,intron,AP-1 complex-associated regulatory protein-like
NW_026262723.1,0,74529722,LOC127708489,promoter,methylthioribose kinase-like
NW_026262723.1,0,74529731,LOC127708495,intron,AP-1 complex-associated regulatory protein-like
NW_026262723.1,0,74529731,LOC127708489,promoter,methylthioribose kinase-like
NW_026262723.1,0,74529744,LOC127708495,intron,AP-1 complex-associated regulatory protein-like
NW_026262723.1,0,74529744,LOC127708489,promoter,methylthioribose kinase-like
NW_026262723.1,0,74529748,LOC127708495,intron,AP-1 complex-associated regulatory protein-like
NW_026262723.1,0,74529748,LOC127708489,promoter,methylthioribose kinase-like
NW_026262723.1,0,74529757,LOC127708495,intron,AP-1 complex-associated regulatory protein-like
NW_026262723.1,0,74529757,LOC127708489,promoter,methylthioribose kinase-like
NW_026262723.1,0,75102405,NA,interg,NA
NW_026262723.1,0,75102412,NA,interg,NA
NW_026262723.1,0,75102436,NA,interg,NA
NW_026262723.1,0,75102448,NA,interg,NA
NW_026262723.1,0,75102450,NA,interg,NA
NW_026262723.1,0,75102453,NA,interg,NA
NW_026262723.1,0,75102469,NA,interg,NA
NW_026262723.1,0,75102482,NA,interg,NA
NW_026262723.1,0,75102504,NA,interg,NA
NW_026262723.1,0,75102511,NA,interg,NA
NW_026262723.1,0,75318708,NA,interg,NA
NW_026262723.1,0,75409302,LOC127708483,intron,sodium-coupled monocarboxylate transporter 1-like
NW_026262723.1,0,75409336,LOC127708483,intron,sodium-coupled monocarboxylate transporter 1-like
NW_026262723.1,0,75409392,LOC127708483,intron,sodium-coupled monocarboxylate transporter 1-like
NW_026262723.1,0,75409417,LOC127708483,intron,sodium-coupled monocarboxylate transporter 1-like
NW_026262723.1,0,75437235,LOC127708483,intron,sodium-coupled monocarboxylate transporter 1-like
NW_026262723.1,0,75437272,LOC127708483,intron,sodium-coupled monocarboxylate transporter 1-like
NW_026262723.1,0,75437279,LOC127708483,intron,sodium-coupled monocarboxylate transporter 1-like
NW_026262723.1,0,75437297,LOC127708483,intron,sodium-coupled monocarboxylate transporter 1-like
NW_026262723.1,0,75641067,LOC127708473,promoter,WD repeat and FYVE domain-containing protein 3-like
NW_026262723.1,0,75641093,LOC127708473,promoter,WD repeat and FYVE domain-containing protein 3-like
NW_026262723.1,0,75641138,LOC127708473,promoter,WD repeat and FYVE domain-containing protein 3-like
NW_026262723.1,0,75641162,LOC127708473,promoter,WD repeat and FYVE domain-containing protein 3-like
NW_026262723.1,0,75723616,NA,interg,NA
NW_026262723.1,0,75723672,NA,interg,NA
NW_026262723.1,0,75723674,NA,interg,NA
NW_026262723.1,0,75723704,NA,interg,NA
NW_026262723.1,0,75723709,NA,interg,NA
NW_026262723.1,0,75723729,NA,interg,NA
NW_026262723.1,0,75751031,LOC127708964,intron,uncharacterized LOC127708964
NW_026262723.1,0,75751043,LOC127708964,intron,uncharacterized LOC127708964
NW_026262723.1,0,75751075,LOC127708964,intron,uncharacterized LOC127708964
NW_026262723.1,0,75751103,LOC127708964,intron,uncharacterized LOC127708964
NW_026262723.1,0,75801544,NA,interg,NA
NW_026262723.1,0,75867973,NA,interg,NA
NW_026262723.1,0,75868009,NA,interg,NA
NW_026262723.1,0,75868013,NA,interg,NA
NW_026262723.1,0,75868025,NA,interg,NA
NW_026262723.1,0,75868048,NA,interg,NA
NW_026262723.1,0,75868052,NA,interg,NA
NW_026262723.1,0,75887350,NA,interg,NA
NW_026262723.1,0,75887364,NA,interg,NA
NW_026262723.1,0,75887373,NA,interg,NA
NW_026262723.1,0,75887380,NA,interg,NA
NW_026262723.1,0,75887396,NA,interg,NA
NW_026262723.1,0,75887404,NA,interg,NA
NW_026262723.1,0,75887420,NA,interg,NA
